rooms,total_area,living_area,floor,kitchen_area,airports_nearest,cityCenters_nearest,last_price
1,42.0,23.0,2,10.0,20870.0,1507.0,7000000.0
2,48.5,28.0,6,8.0,29270.0,6642.0,5100000.0
1,41.0,16.3,5,11.4,43571.0,9425.0,4400000.0
1,33.0,18.4,8,8.0,11362.0,10042.0,3425000.0
5,104.0,66.6,4,14.9,34358.0,15402.0,12780000.0
1,32.0,17.0,9,6.5,48272.0,17214.0,2400000.0
2,118.0,56.3,3,15.39,27179.0,5881.0,17000000.0
1,41.0,18.0,7,10.0,36353.0,11936.0,5200000.0
3,77.0,42.8,18,12.6,42114.0,21430.0,6150000.0
1,56.15,25.5,4,9.0,19841.0,30183.0,5150000.0
1,42.0,18.0,4,13.0,44382.0,16921.0,5250000.0
3,65.3,42.1,3,8.9,49065.0,16735.0,6550000.0
1,29.0,15.0,7,6.5,48374.0,15743.0,3050000.0
2,43.7,27.0,4,5.0,40246.0,11940.0,4000000.0
1,31.0,17.0,1,6.0,44468.0,11104.0,3100000.0
3,93.0,56.0,14,14.0,34272.0,13736.0,7600000.0
3,57.0,38.0,1,7.5,44800.0,17039.0,4800000.0
3,110.0,68.0,6,17.0,30094.0,5608.0,22500000.0
3,65.8,42.8,10,7.3,29906.0,12738.0,5800000.0
1,31.7,18.0,4,6.0,10452.0,9802.0,4100000.0
4,151.6,63.31,5,56.0,26055.0,4800.0,38900000.0
2,51.0,30.0,1,9.0,15425.0,7475.0,6200000.0
2,51.0,30.5,9,7.0,13413.0,16005.0,4250000.0
3,62.0,35.7,1,7.5,14072.0,28644.0,4850000.0
2,62.0,35.4,3,13.1,31061.0,5377.0,8400000.0
1,31.9,16.9,3,7.1,33010.0,10565.0,3200000.0
2,54.0,27.2,9,10.2,32598.0,11737.0,4390000.0
1,35.6,21.2,7,7.0,9879.0,11212.0,4200000.0
4,80.9,57.1,2,8.5,13557.0,12353.0,6900000.0
3,89.8,56.9,4,17.4,18948.0,4297.0,10824000.0
3,73.0,44.0,2,8.5,42418.0,10115.0,6900000.0
2,87.0,34.0,15,19.0,48012.0,15501.0,9500000.0
1,38.4,20.1,9,10.0,20283.0,21995.0,3650000.0
4,162.0,107.0,10,14.0,28529.0,6832.0,36700000.0
2,51.0,34.0,4,7.0,20510.0,1253.0,6950000.0
1,30.3,16.9,5,6.0,18655.0,4064.0,4280000.0
1,40.0,17.0,6,10.2,20504.0,22216.0,4300000.0
2,43.7,26.0,5,5.6,28335.0,6638.0,6900000.0
3,41.9,29.9,4,5.3,12708.0,13949.0,4190000.0
5,192.0,120.0,3,15.0,26396.0,5243.0,29000000.0
1,32.0,18.0,7,6.0,41558.0,11742.0,2760000.0
2,58.4,30.0,4,13.4,15358.0,12946.0,7500000.0
2,62.4,32.8,1,12.6,23592.0,29378.0,3850000.0
3,56.9,39.0,4,6.4,50895.0,16223.0,4690000.0
1,34.2,17.7,5,9.0,14185.0,15179.0,3600000.0
3,113.0,64.8,8,16.0,37430.0,12952.0,13200000.0
1,34.1,14.19,2,8.43,39180.0,16002.0,3200000.0
2,43.0,25.0,9,12.5,29193.0,6565.0,3590000.0
3,108.0,78.0,4,14.0,28864.0,24053.0,12990000.0
1,31.0,17.0,1,6.0,27137.0,32917.0,2400000.0
1,40.0,18.0,14,9.0,50988.0,15018.0,4700000.0
1,32.3,15.3,11,11.0,19559.0,4768.0,6400000.0
1,30.3,16.0,5,6.6,21490.0,14219.0,3000000.0
2,44.0,29.0,3,5.0,20402.0,5054.0,4300000.0
4,93.5,51.2,13,10.8,30394.0,11526.0,10990000.0
1,31.6,18.3,4,6.5,28168.0,7107.0,4200000.0
3,58.1,39.4,9,6.3,49687.0,15393.0,5200000.0
2,53.1,26.1,4,12.2,69583.0,51308.0,4350000.0
1,30.0,14.0,3,7.0,13107.0,25261.0,3650000.0
2,52.2,30.1,9,7.8,35253.0,11285.0,5200000.0
2,55.0,36.0,5,8.0,10287.0,10404.0,8250000.0
3,99.4,51.6,3,15.6,35196.0,13266.0,10980000.0
1,30.4,16.5,2,5.6,26139.0,29563.0,2200000.0
3,64.0,42.8,13,10.2,14846.0,10652.0,5650000.0
6,160.0,112.7,3,15.4,19620.0,3510.0,17500000.0
1,35.46,14.4,20,9.3,17596.0,16392.0,3710000.0
2,46.1,30.2,4,7.0,28660.0,11004.0,4500000.0
2,42.0,22.4,1,9.3,24844.0,1996.0,4650000.0
4,106.0,63.0,2,12.0,25803.0,4596.0,12900000.0
1,45.0,20.0,11,10.0,36827.0,12348.0,5900000.0
2,43.8,27.1,3,6.6,15204.0,13745.0,4500000.0
1,40.0,20.0,7,10.8,14806.0,16850.0,4650000.0
2,55.0,33.0,5,8.4,20271.0,6126.0,6200000.0
3,58.0,39.5,7,6.5,21324.0,15618.0,4250000.0
3,177.9,87.2,5,87.2,21860.0,318.0,56844500.0
1,42.0,18.0,12,13.0,52726.0,18900.0,3849000.0
2,62.0,31.43,11,12.66,10586.0,13962.0,7950000.0
1,32.7,17.9,9,6.4,48769.0,15947.0,3100000.0
1,39.0,20.0,5,10.3,32874.0,14038.0,3800000.0
2,65.0,24.0,15,23.0,10586.0,12030.0,10800000.0
2,43.9,28.0,4,6.0,42071.0,16181.0,3000000.0
1,31.0,18.0,2,6.5,41016.0,11949.0,3350000.0
2,56.5,29.5,6,8.7,19180.0,12874.0,6850000.0
2,48.0,33.0,7,8.2,42363.0,10680.0,4500000.0
1,26.0,20.0,9,4.0,14512.0,16556.0,3300000.0
1,35.0,15.71,10,8.35,8558.0,12218.0,4000000.0
3,86.4,48.2,11,13.2,18081.0,14303.0,11600000.0
1,41.0,18.0,20,10.0,7201.0,13417.0,5150000.0
3,74.0,52.0,4,9.0,23896.0,2247.0,18500000.0
2,47.0,28.0,3,6.0,27594.0,8302.0,4750000.0
3,97.4,59.9,4,20.8,23803.0,1906.0,14000000.0
1,40.6,20.0,8,10.0,37106.0,11204.0,4190000.0
1,40.0,20.0,12,10.0,35955.0,12245.0,4600000.0
3,76.0,38.0,7,23.0,11476.0,9233.0,13900000.0
1,32.5,18.0,1,5.5,14196.0,26350.0,2900000.0
1,34.0,18.0,11,6.5,20938.0,15232.0,3400000.0
1,41.7,16.5,7,12.0,16057.0,14853.0,3700000.0
1,42.8,21.4,2,12.0,17467.0,12318.0,7550000.0
3,59.4,41.7,3,6.0,32428.0,11564.0,5000000.0
2,57.0,34.2,1,11.0,14135.0,26288.0,6300000.0
2,43.0,28.5,1,5.5,12195.0,17981.0,3500000.0
3,74.0,36.0,11,20.0,32794.0,13643.0,5800000.0
2,46.0,28.0,9,7.0,50332.0,15014.0,4550000.0
4,50.0,36.0,1,5.0,13984.0,15063.0,3850000.0
2,62.3,20.0,3,30.0,25083.0,3148.0,10000000.0
3,84.0,58.0,1,10.0,25256.0,28680.0,8500000.0
3,65.0,42.4,11,10.3,51464.0,14756.0,5299000.0
3,69.7,43.1,5,8.2,31379.0,7518.0,7650000.0
1,31.0,18.0,4,7.0,41016.0,11949.0,3450000.0
1,36.0,15.4,21,8.7,22620.0,24329.0,3120000.0
4,163.0,80.0,7,11.8,22297.0,4648.0,10800000.0
2,53.4,27.1,1,10.3,31614.0,12123.0,4000000.0
1,45.0,20.0,9,12.0,35955.0,12245.0,4600000.0
2,50.4,26.9,1,7.3,48717.0,16555.0,4490000.0
3,58.7,39.2,7,7.1,28457.0,11205.0,5450000.0
2,48.0,31.0,1,8.5,24483.0,30269.0,3750000.0
3,56.0,41.6,5,6.0,62111.0,43210.0,4500000.0
2,65.0,34.0,13,10.0,35596.0,14887.0,8500000.0
3,72.0,43.0,8,8.0,25413.0,14112.0,5450000.0
2,44.7,27.4,6,6.0,17790.0,16177.0,5300000.0
4,87.3,57.3,2,12.6,20141.0,4415.0,8450000.0
3,91.9,47.0,20,19.0,34463.0,11879.0,8090000.0
2,99.1,54.7,4,26.0,21871.0,3136.0,9400000.0
3,73.0,45.0,14,14.0,35230.0,11207.0,9000000.0
1,37.0,16.0,16,10.5,46530.0,15541.0,4700000.0
1,45.0,19.0,3,13.5,38171.0,15015.0,3390000.0
3,65.6,38.8,5,7.5,22682.0,3331.0,10450000.0
1,41.1,16.7,17,13.7,52935.0,19106.0,4100000.0
1,40.0,20.0,10,10.0,33617.0,11907.0,4799000.0
3,81.0,57.6,6,8.1,25518.0,28943.0,5200000.0
2,46.0,30.0,5,5.0,16005.0,11543.0,4350000.0
1,36.0,14.5,5,8.5,42391.0,21704.0,3250000.0
2,32.0,18.0,5,7.0,17101.0,17191.0,2990000.0
1,31.1,17.7,2,5.5,14821.0,9734.0,3000000.0
3,76.0,42.0,2,8.0,18914.0,22339.0,4499000.0
1,31.0,17.0,4,6.0,42315.0,14818.0,2698000.0
1,41.0,18.0,1,11.0,11637.0,17424.0,3890000.0
2,46.0,30.7,1,6.3,32644.0,9721.0,3800000.0
3,82.6,37.0,5,33.0,10552.0,13063.0,10500000.0
1,53.0,30.0,1,15.0,20498.0,1877.0,6200000.0
1,39.0,18.0,7,8.5,25182.0,26894.0,2850000.0
2,59.7,32.4,13,13.6,34109.0,13977.0,6900000.0
2,45.3,28.0,1,6.5,20961.0,13690.0,3190000.0
1,34.0,14.0,3,10.0,39430.0,14714.0,4299000.0
2,42.0,27.0,2,5.5,25396.0,31182.0,2890000.0
1,33.0,20.0,1,6.0,26722.0,32508.0,2750000.0
3,70.0,44.0,2,8.0,14235.0,13031.0,5740000.0
1,44.5,17.0,24,14.3,54784.0,19277.0,5750000.0
3,108.8,61.8,2,13.0,24796.0,3371.0,14990000.0
1,36.5,16.0,14,11.0,39160.0,14908.0,3790000.0
3,68.0,42.6,2,8.4,11238.0,15604.0,6000000.0
4,72.0,40.0,2,6.0,32506.0,11652.0,5200000.0
1,37.8,16.9,14,9.5,23982.0,11634.0,4670000.0
3,71.5,43.0,3,10.7,29820.0,11503.0,6850000.0
1,40.0,18.0,4,12.0,32752.0,13851.0,3850000.0
2,42.0,28.0,1,5.0,6992.0,17168.0,3090000.0
1,42.7,17.0,12,11.0,33698.0,14625.0,4550000.0
3,68.0,41.0,5,11.0,32843.0,5086.0,6050000.0
3,147.0,84.1,5,17.6,22669.0,3936.0,9800000.0
2,47.0,30.0,2,8.5,14455.0,12996.0,4800000.0
3,88.0,46.0,5,10.0,37636.0,14479.0,6500000.0
2,83.2,38.5,3,18.9,36779.0,14931.0,16000000.0
2,51.0,31.0,5,6.3,14404.0,26557.0,5500000.0
1,32.1,15.6,1,8.4,14527.0,11801.0,2600000.0
2,47.0,24.0,3,8.0,23099.0,2144.0,10400000.0
2,45.2,27.8,3,7.2,46591.0,15208.0,4500000.0
1,43.5,22.4,4,10.2,33827.0,12489.0,5500000.0
2,71.5,33.0,3,16.0,22461.0,5768.0,5680000.0
2,56.0,34.3,9,9.9,28098.0,23352.0,4550000.0
2,48.9,28.3,8,8.7,40476.0,12170.0,5100000.0
1,35.75,16.2,19,9.0,12678.0,18465.0,2865000.0
1,43.0,20.0,11,13.0,30054.0,7426.0,6990000.0
1,32.6,18.0,3,6.3,51586.0,16829.0,2800000.0
3,69.0,42.0,10,8.0,48717.0,16555.0,6450000.0
5,120.0,81.0,5,11.0,24921.0,5489.0,13300000.0
2,50.0,30.0,9,7.0,13247.0,15838.0,4150000.0
2,65.5,37.5,8,11.0,33620.0,14784.0,6990000.0
2,42.9,24.0,1,8.0,23582.0,29368.0,3500000.0
1,56.0,28.0,2,9.0,24194.0,4327.0,12900000.0
1,30.1,15.4,4,8.2,12657.0,12569.0,3700000.0
2,60.0,29.0,3,13.0,24949.0,5516.0,8900000.0
2,49.0,29.1,5,7.4,57025.0,33954.0,5250000.0
1,30.0,15.3,7,7.0,12805.0,15397.0,3350000.0
2,62.0,39.7,1,8.5,10112.0,9771.0,10800000.0
1,32.0,16.0,10,2.0,19008.0,3953.0,5350000.0
2,45.0,28.4,1,6.0,41147.0,11330.0,3200000.0
2,50.4,30.0,2,7.0,29520.0,12381.0,4000000.0
1,48.0,20.1,2,11.1,19754.0,30239.0,4900000.0
1,31.0,16.0,8,8.0,35853.0,10522.0,3550000.0
3,58.2,39.1,2,5.6,22902.0,17472.0,4570000.0
1,38.1,18.4,19,9.3,42298.0,21614.0,3400000.0
3,67.1,44.3,10,9.0,24119.0,11689.0,6030000.0
1,39.0,17.1,2,10.7,19021.0,31388.0,3500000.0
2,45.0,31.0,1,6.0,16328.0,14869.0,4300000.0
3,57.0,39.0,1,7.0,27820.0,33606.0,4150000.0
2,70.0,50.0,3,32.1,32259.0,5249.0,10500000.0
3,83.0,43.0,4,8.5,22595.0,3490.0,9400000.0
1,51.66,14.1,10,19.5,39204.0,10430.0,7350000.0
1,44.9,25.7,1,10.1,24150.0,29936.0,3400000.0
2,53.0,34.0,6,9.0,14768.0,17561.0,5200000.0
2,62.0,32.0,9,14.0,16248.0,13838.0,5990000.0
2,59.0,35.3,17,10.1,10129.0,13390.0,6000000.0
1,32.0,17.0,1,6.0,14344.0,26497.0,3100000.0
1,47.1,19.0,8,11.9,39393.0,11096.0,8200000.0
1,50.0,26.4,1,10.0,19585.0,2659.0,5400000.0
1,35.0,19.0,13,7.5,18660.0,17663.0,2700000.0
3,124.6,72.0,3,18.4,18978.0,4600.0,16000000.0
4,105.2,63.9,5,13.3,27666.0,9479.0,9900000.0
3,67.7,44.3,5,7.1,17944.0,11212.0,6500000.0
1,34.2,15.4,9,8.6,57917.0,34847.0,3750000.0
2,41.4,27.5,2,4.8,67844.0,49570.0,3300000.0
2,46.1,28.7,8,7.1,51091.0,16419.0,4800000.0
1,40.0,20.0,8,10.3,14806.0,16850.0,4600000.0
3,85.5,45.3,4,15.1,23609.0,5299.0,9684619.0
2,42.0,28.0,3,7.5,11978.0,11904.0,4250000.0
1,33.3,17.4,5,8.5,36964.0,13966.0,3350000.0
3,64.9,43.6,6,7.2,17623.0,12727.0,6700000.0
3,106.0,57.0,11,14.0,15493.0,14289.0,12160000.0
1,39.9,18.6,18,9.7,55827.0,21502.0,2391000.0
2,75.0,40.0,29,12.0,18732.0,20444.0,9200000.0
3,50.0,28.0,4,8.0,19756.0,4055.0,4750000.0
2,61.6,32.8,1,8.4,42579.0,11277.0,5400000.0
3,59.1,39.7,2,6.8,26662.0,12711.0,4750000.0
2,57.7,29.0,7,10.9,39945.0,15228.0,5900000.0
6,320.0,190.0,3,28.0,26020.0,29445.0,14000000.0
3,100.0,55.0,5,17.0,18641.0,22066.0,7850000.0
4,105.3,69.0,1,8.0,38711.0,7971.0,9800000.0
1,35.0,18.0,9,9.0,40878.0,11061.0,3000000.0
3,60.7,39.0,7,6.0,50023.0,15228.0,4250000.0
3,59.3,40.0,6,7.5,17153.0,12639.0,4550000.0
3,114.8,72.0,5,11.5,21219.0,1322.0,10200000.0
2,43.5,26.9,1,8.1,40173.0,11876.0,4800000.0
1,31.0,18.0,5,10.0,39693.0,11396.0,3550000.0
3,120.0,58.0,4,14.8,54396.0,35495.0,11990000.0
3,70.0,37.0,5,9.2,53115.0,19292.0,5850000.0
1,45.0,18.3,3,10.5,41905.0,11902.0,4800000.0
3,59.0,42.0,2,5.0,14289.0,16080.0,4590000.0
1,33.0,18.0,9,6.3,15643.0,14439.0,3000000.0
4,110.0,66.0,1,13.0,17209.0,16005.0,8000000.0
2,51.0,30.2,2,7.6,51610.0,14684.0,5300000.0
3,91.4,49.0,4,12.0,13314.0,14742.0,10499000.0
2,60.0,32.0,3,9.0,30215.0,6255.0,8200000.0
2,42.0,27.4,3,5.9,38883.0,8142.0,4500000.0
2,42.0,28.2,5,5.0,58132.0,35061.0,4300000.0
3,83.6,47.0,5,13.0,21480.0,2453.0,8200000.0
1,37.3,17.9,14,6.5,15343.0,14139.0,3675000.0
1,34.7,17.4,2,10.4,50789.0,15140.0,4700000.0
3,69.0,43.8,3,9.0,56696.0,33626.0,6968000.0
3,57.0,42.0,9,7.0,10418.0,12552.0,5700000.0
2,45.6,29.0,1,7.1,33230.0,13799.0,3700000.0
2,41.0,28.0,2,7.0,38999.0,8288.0,4500000.0
2,52.2,29.0,1,7.1,25020.0,30806.0,4090000.0
3,80.5,37.0,5,34.0,19907.0,32061.0,10300000.0
2,60.0,32.4,2,10.0,37325.0,12847.0,9150000.0
1,47.4,26.0,3,13.0,38872.0,13769.0,8100000.0
3,80.0,50.0,9,11.0,12534.0,12447.0,7490000.0
1,44.1,18.3,10,10.4,28554.0,34341.0,3050000.0
3,60.3,43.2,8,6.3,17408.0,12182.0,5600000.0
1,31.1,17.1,5,5.5,42308.0,14812.0,3340000.0
1,33.0,17.5,11,7.0,26750.0,32536.0,3300000.0
1,37.1,19.0,2,10.7,35092.0,15098.0,4300000.0
5,152.0,98.0,3,27.0,24897.0,5185.0,17300000.0
2,63.0,33.0,8,14.0,16087.0,14883.0,4000000.0
3,64.2,39.8,2,8.5,20784.0,5799.0,4750000.0
1,59.0,20.0,18,17.4,27543.0,9432.0,8000000.0
1,30.2,16.5,5,8.0,44474.0,11110.0,3350000.0
3,107.2,55.3,4,22.3,15957.0,8955.0,11900000.0
2,42.3,37.7,3,5.4,35942.0,31131.0,3550000.0
1,36.7,17.8,5,8.4,45958.0,34425.0,2800000.0
4,162.9,114.7,7,17.8,24484.0,5052.0,29000000.0
1,39.1,16.0,7,11.0,27428.0,9241.0,4350000.0
1,29.2,15.2,12,6.0,48762.0,16601.0,3150000.0
2,42.5,27.1,3,21.9,39993.0,9252.0,4900000.0
3,70.4,48.4,1,9.2,30550.0,32262.0,4498000.0
1,40.0,18.5,18,13.0,38171.0,15015.0,2998000.0
1,29.0,15.15,5,6.6,12342.0,14933.0,3600000.0
1,48.3,23.0,7,10.0,14506.0,13303.0,4500000.0
2,75.4,37.0,5,17.0,22065.0,3331.0,11000000.0
2,64.4,32.0,8,9.0,15114.0,12702.0,6100000.0
3,85.0,50.5,2,13.0,39945.0,15228.0,9900000.0
3,58.0,39.2,5,6.0,14626.0,12408.0,4800000.0
1,39.0,17.5,12,9.0,31828.0,12832.0,3690000.0
2,55.0,31.0,5,9.0,35724.0,12638.0,5670000.0
1,30.0,18.0,5,6.0,16278.0,15074.0,3300000.0
1,51.0,30.0,3,9.0,26000.0,27712.0,4150000.0
3,62.3,41.0,1,7.5,13790.0,8928.0,5990000.0
3,160.0,69.0,4,30.0,32440.0,5297.0,37998000.0
2,45.2,31.6,4,5.6,14117.0,15195.0,3200000.0
2,46.0,28.0,5,7.0,13873.0,14211.0,4000000.0
1,49.0,19.0,10,13.6,37434.0,8460.0,6570000.0
3,65.0,45.0,2,7.0,29062.0,32487.0,2800000.0
3,63.0,36.3,7,10.3,14700.0,13496.0,6500000.0
3,78.0,37.0,2,8.6,18500.0,30654.0,7799000.0
3,72.3,48.7,3,7.3,28556.0,7403.0,6000000.0
1,30.0,18.3,9,6.6,65328.0,47054.0,3200000.0
2,47.0,29.7,6,6.3,49080.0,14905.0,4350000.0
3,60.3,38.7,1,7.5,14428.0,15421.0,5400000.0
1,44.7,18.2,15,12.6,45469.0,18194.0,4950000.0
2,54.6,29.2,2,8.1,34018.0,14320.0,5600000.0
2,93.0,44.5,5,21.0,32305.0,5397.0,26800000.0
1,37.0,17.0,5,10.0,11125.0,14501.0,5000000.0
2,69.5,35.8,2,14.4,22947.0,2488.0,14300000.0
3,67.0,41.0,6,8.0,45958.0,34425.0,4450000.0
1,37.4,18.6,12,10.7,33592.0,14691.0,5400000.0
2,52.0,28.8,8,8.2,35412.0,15713.0,5150000.0
1,42.0,17.0,7,10.0,18641.0,22066.0,3599000.0
2,55.0,30.0,13,10.0,19359.0,22783.0,5320000.0
3,73.77,41.98,2,9.9,38786.0,15658.0,6990000.0
1,43.0,18.0,9,10.0,33623.0,14722.0,3500000.0
5,123.2,81.4,2,16.8,22068.0,3334.0,11300000.0
1,41.0,30.5,3,10.5,33592.0,14691.0,4500000.0
2,65.6,38.4,1,13.0,33328.0,13713.0,7980000.0
1,47.0,20.0,15,11.0,39357.0,10581.0,6700000.0
3,61.0,41.3,4,8.3,13860.0,9650.0,5999000.0
4,88.3,67.9,1,8.0,50563.0,15192.0,8650000.0
2,66.5,32.0,9,9.2,32866.0,13783.0,7000000.0
3,75.0,51.0,5,10.0,27477.0,9365.0,6400000.0
3,68.0,48.0,5,7.6,21758.0,5218.0,7290000.0
1,47.0,17.3,3,14.4,43396.0,12248.0,5690000.0
5,67.0,28.0,1,7.0,12287.0,13614.0,4900000.0
1,42.0,17.0,14,12.0,14932.0,11348.0,5705000.0
1,39.9,16.6,5,10.9,13292.0,14847.0,5840000.0
4,98.0,57.3,2,15.9,31215.0,4194.0,9200000.0
3,83.0,43.0,9,12.0,11637.0,17424.0,6500000.0
1,44.0,16.4,10,10.0,49584.0,15289.0,4600000.0
3,62.0,42.7,9,8.5,46607.0,15213.0,6600000.0
1,32.0,18.0,2,6.0,14603.0,26756.0,3080000.0
1,33.0,18.0,5,6.5,9258.0,10592.0,4299000.0
2,45.5,27.0,7,6.2,36627.0,11088.0,4100000.0
2,61.3,33.0,12,12.0,10663.0,12738.0,9975000.0
1,47.13,24.83,8,11.3,40941.0,9632.0,4670000.0
2,65.6,33.0,3,9.0,24437.0,4269.0,9998000.0
2,75.1,40.4,9,14.0,23639.0,5164.0,7685993.0
2,56.3,36.3,5,8.1,11893.0,9650.0,7200000.0
1,32.0,20.0,2,7.0,72713.0,59052.0,4250000.0
3,87.69,42.0,5,14.31,7016.0,13230.0,9133890.0
1,39.0,19.0,5,11.0,18399.0,29646.0,2100000.0
3,72.0,44.4,9,8.1,33080.0,11357.0,6100000.0
4,63.1,44.0,7,8.7,25221.0,4069.0,6300000.0
1,37.4,21.3,12,7.8,43961.0,16464.0,3880000.0
3,91.0,45.5,24,12.5,51340.0,15363.0,13000000.0
2,44.0,28.0,1,6.0,24332.0,30119.0,2800000.0
1,36.2,15.5,6,9.5,10638.0,12082.0,4750000.0
1,34.0,18.0,4,8.0,53042.0,22968.0,2710000.0
1,36.4,17.8,11,10.8,12537.0,13777.0,4600000.0
3,90.0,55.5,12,8.5,21297.0,14515.0,8600000.0
1,41.0,16.3,16,14.5,52726.0,18900.0,4100000.0
1,32.5,14.3,11,7.4,31552.0,12062.0,2700000.0
2,62.6,37.9,5,10.0,27105.0,8919.0,5600000.0
1,36.0,16.0,13,11.0,36080.0,12409.0,3759000.0
2,77.0,41.6,3,15.0,26398.0,7359.0,22200000.0
4,49.0,38.0,4,5.0,10266.0,11802.0,3750000.0
1,30.0,16.0,3,7.0,21973.0,14703.0,2695000.0
1,45.0,20.1,9,12.2,13839.0,15091.0,4500000.0
1,35.0,20.0,5,7.0,25618.0,31404.0,2450000.0
1,39.0,17.0,5,10.5,15985.0,15381.0,4550000.0
2,55.0,32.0,1,10.5,38854.0,14137.0,4750000.0
4,113.9,70.4,3,12.0,17674.0,16470.0,8990000.0
3,87.4,52.4,8,12.3,37593.0,13114.0,15300000.0
4,98.0,68.5,7,11.0,25413.0,28837.0,6200000.0
3,97.0,53.3,2,17.7,39660.0,12480.0,14500000.0
2,56.0,35.0,6,9.0,31125.0,8418.0,5700000.0
3,64.0,39.6,1,10.0,12471.0,15062.0,4900000.0
2,63.4,35.7,4,10.3,23177.0,28963.0,4399000.0
1,33.4,16.0,4,9.0,27223.0,33009.0,3000000.0
1,35.74,16.61,10,10.49,26136.0,22265.0,3720000.0
2,38.0,23.0,1,7.5,17921.0,13746.0,3499000.0
4,104.3,75.4,3,8.4,14408.0,8328.0,9290000.0
1,42.0,20.0,13,11.0,19201.0,20913.0,3750000.0
2,55.6,34.0,2,7.6,6989.0,13205.0,6200000.0
1,42.97,20.0,7,12.0,18881.0,17734.0,5250000.0
2,55.0,30.8,1,5.0,55893.0,32823.0,5500000.0
1,30.5,17.8,1,6.2,14852.0,16447.0,2600000.0
3,107.0,56.4,3,14.0,32863.0,4964.0,14500000.0
1,39.0,19.0,7,8.0,37634.0,12572.0,5300000.0
3,57.8,37.2,5,8.0,19417.0,3826.0,5100000.0
3,97.7,56.4,10,17.0,17787.0,16825.0,16650000.0
3,80.0,56.0,1,9.0,39119.0,10822.0,8999000.0
4,169.2,111.86,4,15.07,37434.0,8460.0,21161062.0
2,50.6,30.1,3,6.7,14466.0,26619.0,5790000.0
3,65.2,42.7,6,10.0,27853.0,11676.0,6200000.0
1,37.0,35.0,8,16.0,18053.0,16077.0,3247000.0
2,51.0,19.0,5,21.0,11518.0,10052.0,8000000.0
4,141.2,93.1,3,17.0,26609.0,5457.0,25835000.0
1,30.0,17.0,5,6.0,25508.0,31294.0,2600000.0
1,40.4,10.7,8,18.6,14017.0,15096.0,4050000.0
4,107.4,67.8,5,13.5,33623.0,14722.0,9390000.0
4,284.0,130.3,5,35.0,18748.0,4341.0,26450000.0
1,35.1,18.3,4,7.0,13608.0,16199.0,3990000.0
2,66.0,37.0,9,11.0,12005.0,17791.0,5970000.0
1,47.0,12.5,5,20.2,19499.0,4844.0,6900000.0
2,57.2,30.0,1,11.0,29493.0,10708.0,5400000.0
3,74.8,45.0,4,17.0,43713.0,16217.0,6800000.0
2,64.0,33.0,8,10.0,36413.0,11001.0,7700000.0
5,190.0,130.0,6,25.0,21179.0,1032.0,95000000.0
3,79.0,54.0,7,9.5,11477.0,8381.0,9830000.0
4,135.0,78.0,20,13.0,17950.0,16952.0,15786435.0
4,169.3,95.4,4,22.5,26398.0,6737.0,72375000.0
3,171.0,80.0,10,45.0,31118.0,7257.0,17850000.0
2,52.2,27.3,6,8.0,39650.0,12553.0,4600000.0
1,33.8,19.0,8,7.1,45657.0,16608.0,3190000.0
3,83.0,55.0,9,10.0,53763.0,23688.0,5850000.0
2,56.7,33.8,2,8.8,15875.0,8872.0,5500000.0
1,54.35,22.0,11,17.9,61695.0,20851.0,3370000.0
3,58.2,39.8,4,6.2,50014.0,15719.0,4650000.0
1,36.0,15.2,12,10.1,25268.0,26980.0,3300000.0
2,50.7,31.0,6,8.0,49587.0,16425.0,4890000.0
2,45.8,28.6,9,7.0,31476.0,12635.0,3950000.0
1,41.0,20.3,6,9.3,29035.0,6407.0,4785000.0
1,37.0,13.76,10,9.8,52996.0,19143.0,3450000.0
1,33.0,18.0,10,6.0,32036.0,8175.0,3300000.0
1,42.0,21.0,4,12.0,28008.0,6855.0,6150000.0
1,37.6,17.3,4,8.9,48727.0,16655.0,4275000.0
5,239.0,154.0,2,12.0,21881.0,4726.0,17900000.0
2,56.0,30.0,5,16.0,27809.0,6657.0,6450000.0
2,56.4,31.3,13,10.0,18867.0,22291.0,4800000.0
4,86.8,55.9,3,11.8,18585.0,22010.0,5500000.0
1,29.0,14.4,2,8.4,18012.0,24308.0,2870000.0
2,52.2,30.0,9,8.0,33033.0,13163.0,5390000.0
1,30.0,16.6,1,5.4,68995.0,50720.0,2600000.0
3,66.0,47.0,3,8.0,55467.0,32396.0,6300000.0
1,39.1,19.2,9,9.9,16600.0,15134.0,5100000.0
1,36.0,20.1,14,10.1,16798.0,14760.0,4540000.0
4,112.2,72.1,3,12.0,23808.0,5332.0,11475975.0
4,115.3,64.1,15,14.7,32367.0,11903.0,12980000.0
1,42.5,20.4,6,9.0,14005.0,14219.0,5200000.0
3,107.0,56.6,10,14.0,11425.0,13107.0,13850000.0
2,54.0,40.0,14,10.0,34155.0,14024.0,8600000.0
3,120.4,75.0,5,13.0,24517.0,2846.0,14750000.0
3,160.0,85.0,3,15.4,26318.0,6516.0,39900000.0
2,65.5,33.7,3,10.3,37532.0,13053.0,9800000.0
1,49.8,16.6,11,18.0,33933.0,15032.0,6500000.0
3,58.0,42.0,1,6.0,16349.0,16098.0,4300000.0
2,47.2,26.1,5,7.3,31298.0,7437.0,4850000.0
3,91.0,49.0,23,11.0,13662.0,12884.0,12500000.0
1,33.6,15.6,16,8.9,16504.0,11975.0,4500000.0
